cat_num,age_y,height(cm),weight (kg)
187,9.01,NA,26.00
188,5.41,NA,18.00
191,6.33,NA,NA
192,10.77,NA,28.60
192,10.98,NA,31.00
192,11.30,NA,35.00
192,12.45,NA,41.10
193,9.07,NA,27.20
193,9.40,NA,36.90
193,10.11,NA,28.90
193,8.93,NA,26.00
194,4.12,NA,NA
197,6.94,NA,27.40
198,6.14,NA,NA
199,10.73,NA,30.00
199,10.74,NA,30.00
199,10.84,NA,28.00
200,10.41,NA,30.00
201,0.91,NA,8.48
203,6.03,NA,20.00
203,5.53,NA,21.00
203,6.32,NA,22.00
203,7.45,NA,25.00
203,7.45,NA,27.00
203,6.41,NA,22.50
203,7.08,NA,23.00
203,6.85,NA,23.60
204,8.65,NA,NA
205,9.82,NA,26.00
206,0.63,NA,NA
206,0.08,NA,3.96
206,1.23,NA,10.30
206,1.12,NA,9.50
208,4.78,NA,19.65
208,3.08,NA,13.20
210,11.49,NA,NA
211,6.51,NA,20.00
212,9.72,NA,NA
213,9.03,NA,26.00
214,8.12,NA,NA
215,7.51,NA,NA
217,3.22,NA,NA
219,1.65,NA,10.60
220,9.86,NA,NA
221,6.52,NA,20.00
221,9.33,NA,31.40
223,7.08,NA,26.00
224,10.52,NA,NA
225,6.28,NA,19.00
225,8.99,NA,26.80
226,5.62,NA,22.40
226,5.65,NA,22.40
228,11.00,NA,37.60
233,10.03,NA,31.70
234,5.67,NA,19.00
236,6.46,NA,22.00
237,7.90,NA,25.00
237,8.64,NA,26.50
238,8.50,NA,18.00
239,5.04,NA,NA
241,7.35,NA,NA
242,5.79,NA,NA
244,3.58,NA,15.00
244,3.61,NA,14.00
244,3.59,NA,16.00
245,6.96,NA,22.00
245,7.08,NA,24.20
245,7.01,NA,23.00
246,6.90,NA,NA
246,10.33,NA,37.70
246,7.18,NA,23.50
246,7.12,NA,24.30
246,6.90,NA,25.00
248,1.72,NA,NA
249,9.33,NA,26.30
249,2.18,NA,10.00
249,2.10,NA,10.45
250,2.84,NA,15.50
250,0.16,NA,4.80
250,0.25,NA,6.10
250,0.33,NA,6.60
250,0.49,NA,7.80
250,0.66,NA,8.20
250,0.74,NA,9.00
250,0.99,NA,9.20
250,3.21,NA,15.00
250,2.92,NA,17.50
250,3.41,NA,17.60
250,4.28,NA,20.40
251,6.48,NA,25.00
252,4.53,NA,NA
253,12.38,NA,NA
258,11.58,NA,NA
258,11.61,NA,32.20
258,11.83,NA,34.00
259,8.92,NA,28.00
260,4.68,NA,NA
262,3.99,NA,NA
263,11.02,NA,37.00
264,4.03,NA,15.00
265,3.44,NA,15.00
267,4.12,NA,NA
267,7.40,NA,29.00
267,8.84,NA,31.10
267,3.94,NA,15.00
267,2.21,NA,12.65
267,0.46,NA,8.52
267,0.47,NA,7.40
269,7.93,NA,NA
270,5.46,NA,16.70
270,8.37,NA,22.90
270,8.98,NA,24.40
270,5.47,NA,14.00
270,8.28,NA,22.20
271,7.99,NA,NA
271,3.55,NA,90th centile
271,7.19,NA,25.00
271,1.70,NA,13.90
271,3.61,NA,17.00
271,3.55,NA,17.05
271,1.69,NA,12.30
271,1.70,NA,13.90
272,0.72,NA,7.80
272,1.69,NA,10.20
273,0.24,NA,6.50
274,10.33,NA,NA
275,11.68,NA,32.00
275,0.07,NA,3.70
278,9.99,NA,35.00
279,10.84,NA,29.50
279,10.90,NA,29.60
280,3.30,NA,NA
280,0.44,NA,6.30
280,0.44,NA,6.36
282,1.76,NA,10.70
282,1.77,NA,11.06
282,1.77,NA,11.00
282,0.25,NA,6.60
282,0.58,NA,8.60
282,0.74,NA,9.20
282,1.23,NA,10.40
282,1.48,NA,10.45
282,1.73,NA,9.80
282,5.93,NA,20.00
283,7.52,NA,NA
284,2.63,NA,12.00
284,3.87,NA,12.20
284,0.16,NA,4.50
284,0.74,NA,8.00
284,1.56,NA,10.20
284,1.89,NA,10.30
284,2.14,NA,10.80
284,2.22,NA,10.90
286,12.03,NA,32.00
287,1.78,NA,11.00
288,6.52,NA,30.00
288,8.07,NA,33.30
288,7.85,NA,31.30
288,1.92,NA,10.50
289,7.11,NA,NA
290,2.66,NA,12.00
292,9.99,NA,NA
293,12.16,NA,NA
294,11.71,NA,NA
294,0.33,NA,6.00
294,0.66,NA,8.00
294,0.99,NA,9.20
294,1.15,NA,9.80
294,2.38,NA,13.00
294,4.78,NA,16.50
294,5.02,NA,17.00
296,1.68,NA,11.30
297,11.29,NA,NA
297,2.40,NA,10.00
298,7.06,NA,NA
300,10.88,NA,NA
301,9.22,NA,31.90
302,10.32,NA,NA
302,6.47,NA,19.00
302,9.43,NA,26.30
302,11.26,NA,37.50
302,12.40,NA,42.30
303,2.14,NA,12.50
303,2.32,NA,13.50
303,2.37,NA,14.00
303,3.04,NA,15.00
303,5.38,NA,20.80
305,7.94,NA,24.00
305,6.24,NA,18.50
306,4.93,NA,NA
307,4.24,NA,15.30
307,1.55,NA,13.00
308,2.51,NA,12.30
308,0.07,NA,2.70
308,0.19,NA,4.54
308,0.09,NA,2.97
310,1.61,NA,NA
311,9.61,NA,33.90
312,5.41,NA,NA
313,7.56,NA,22.00
313,6.24,NA,16.90
314,1.58,NA,11.70
315,0.24,NA,5.42
315,0.36,NA,7.26
315,0.43,NA,8.20
315,0.55,NA,8.50
315,1.06,NA,9.30
315,1.55,NA,10.50
315,11.66,NA,45.00
315,6.68,NA,20.90
315,7.71,NA,25.80
315,8.72,NA,28.00
315,9.70,NA,35.10
315,12.36,NA,47.80
316,3.37,NA,NA
318,12.73,NA,NA
318,12.75,NA,45.00
318,13.25,NA,49.50
318,13.66,NA,52.50
319,2.54,NA,11.50
319,0.19,NA,3.26
319,0.31,NA,3.54
319,0.90,NA,6.50
319,1.41,NA,8.90
319,1.19,NA,7.80
319,1.64,NA,9.20
319,2.10,NA,10.00
320,6.92,NA,NA
320,5.47,NA,19.80
320,4.61,NA,16.00
320,4.55,NA,16.10
320,3.93,NA,15.00
320,4.68,NA,16.75
320,4.54,NA,15.00
320,4.54,NA,15.80
320,0.18,NA,4.00
320,0.13,NA,3.62
320,4.68,NA,16.75
321,1.34,NA,10.15
321,3.35,NA,14.90
321,1.42,NA,10.60
321,1.67,NA,12.20
324,4.04,NA,18.00
324,0.67,NA,6.80
325,6.31,NA,NA
326,3.84,NA,NA
327,4.02,NA,16.30
327,4.24,NA,18.00
328,1.68,NA,NA
329,3.21,NA,15.00
330,4.23,NA,15.40
331,8.48,NA,24.00
332,12.64,NA,43.60
332,11.58,NA,34.30
332,12.18,NA,36.00
333,5.23,NA,12.38
333,5.24,NA,16.70
335,7.52,NA,NA
337,8.73,NA,NA
337,8.18,NA,20.00
338,8.72,NA,18.00
340,3.81,NA,14.00
341,9.54,NA,24.00
341,10.07,NA,25.40
342,3.35,NA,NA
343,4.59,NA,14.70
343,10.41,NA,28.00
344,7.74,NA,NA
344,0.67,NA,8.50
344,4.23,NA,15.90
344,1.27,NA,11.00
344,1.42,NA,10.80
345,8.78,NA,24.00
347,5.02,NA,16.65
349,9.25,NA,21.00
349,0.22,NA,2.21
349,0.49,NA,4.20
349,1.07,NA,7.50
349,1.32,NA,7.80
349,1.97,NA,9.80
349,9.69,NA,23.10
349,10.11,NA,26.10
349,10.69,NA,28.80
349,8.23,NA,18.75
352,8.11,NA,NA
352,8.24,NA,24.70
353,4.93,NA,20.20
354,5.37,NA,NA
356,6.50,NA,20.00
357,4.77,NA,15.00
357,3.56,NA,13.00
358,11.96,NA,NA
359,9.00,NA,NA
360,1.88,NA,NA
360,1.91,NA,12.00
362,7.99,NA,18.00
365,1.43,NA,10.00
365,0.15,NA,4.86
368,10.58,NA,26.70
368,11.47,NA,29.00
368,9.28,NA,23.00
368,10.35,NA,23.00
368,11.47,NA,29.35
369,5.64,NA,19.00
370,0.27,NA,6.48
370,0.05,NA,4.42
371,6.68,NA,21.00
373,7.14,NA,26.00
374,11.36,NA,35.00
374,11.39,NA,35.00
375,1.51,NA,9.72
377,7.43,NA,24.00
377,5.02,NA,19.00
377,8.91,NA,33.80
377,4.93,NA,18.00
377,11.64,NA,40.00
377,10.74,NA,38.00
377,10.82,NA,40.00
379,11.81,NA,32.00
379,11.90,NA,32.00
381,5.35,NA,18.00
381,5.89,NA,16.70
382,3.02,NA,11.00
382,3.18,NA,11.00
382,3.01,NA,11.00
382,0.52,NA,6.50
382,7.08,NA,19.00
382,7.77,NA,NA
383,3.51,NA,NA
385,5.78,NA,NA
386,1.19,NA,12.00
388,5.23,NA,18.00
390,5.85,NA,18.00
390,5.95,NA,19.30
390,6.69,NA,21.70
390,7.20,NA,23.30
391,6.99,NA,NA
392,12.23,NA,NA
393,1.78,NA,10.60
394,8.11,NA,25.00
395,11.30,NA,37.90
396,2.06,NA,NA
397,2.81,NA,12.90
398,0.22,NA,3.60
399,1.68,NA,NA
403,5.46,NA,NA
403,0.91,NA,9.30
404,2.81,NA,NA
405,10.85,NA,30.00
405,2.58,NA,14.00
405,0.24,NA,5.96
406,9.76,NA,28.00
406,3.41,NA,10.00
406,3.51,NA,11.00
407,9.83,NA,NA
408,0.82,NA,7.10
409,6.45,NA,30.00
409,6.80,NA,25.40
409,6.95,NA,25.30
409,7.35,NA,27.10
410,10.98,NA,40.00
410,12.13,NA,48.00
412,12.24,NA,NA
413,5.47,NA,18.00
414,7.35,NA,22.00
414,3.57,NA,14.20
414,7.88,NA,25.50
414,7.36,NA,23.00
414,7.88,NA,25.50
418,2.78,NA,14.50
418,4.48,NA,15.00
420,9.03,NA,NA
421,3.11,NA,30.00
422,11.99,NA,NA
423,8.04,NA,NA
424,8.45,NA,30.00
425,5.08,NA,NA
426,6.88,NA,20.00
426,6.89,NA,20.00
426,6.90,NA,20.00
426,6.91,NA,20.00
426,7.13,NA,19.00
426,7.30,NA,18.00
426,7.46,NA,19.10
427,11.62,NA,NA
428,9.66,NA,NA
428,0.29,NA,5.76
429,4.23,NA,20.00
430,9.99,NA,NA
430,10.04,NA,27.10
431,5.32,NA,18.00
431,5.33,NA,20.00
432,5.44,NA,14.00
433,4.23,NA,NA
434,10.22,NA,NA
434,10.66,NA,26.70
437,5.54,NA,NA
438,5.46,NA,18.00
438,5.73,NA,20.00
438,5.99,NA,22.40
438,5.48,NA,20.00
439,7.04,NA,NA
439,0.49,NA,7.50
439,0.74,NA,8.60
439,0.99,NA,12.50
439,1.97,NA,15.00
439,5.44,NA,24.00
439,5.59,NA,26.50
439,1.72,NA,10.85
440,3.04,NA,NA
440,3.16,NA,17.10
441,8.31,NA,NA
442,4.29,NA,NA
443,3.02,NA,NA
444,7.77,NA,20.00
444,5.44,NA,16.00
446,5.28,NA,NA
446,5.61,NA,23.00
446,2.28,NA,11.58
447,9.43,NA,NA
448,5.18,NA,20.00
448,5.43,NA,22.20
448,0.23,NA,5.30
450,1.90,NA,11.00
450,0.08,NA,5.00
450,0.25,NA,6.20
450,0.41,NA,7.20
450,0.49,NA,8.00
450,0.74,NA,9.40
450,0.90,NA,10.00
452,3.49,NA,NA
452,1.01,NA,10.50
452,1.05,NA,12.25
452,1.07,NA,12.10
452,1.13,NA,11.85
453,7.18,NA,NA
454,8.74,NA,NA
454,8.89,NA,29.20
454,9.30,NA,30.50
455,6.02,NA,NA
457,7.60,NA,NA
458,2.52,NA,NA
463,0.22,NA,5.80
467,11.10,NA,NA
467,1.54,NA,12.00
467,0.06,NA,3.58
467,0.06,NA,3.56
468,5.54,NA,17.80
468,6.00,NA,18.70
469,7.10,NA,20.00
470,12.59,NA,37.60
474,5.55,NA,36.00
474,7.88,NA,22.30
474,7.90,NA,21.40
474,7.31,NA,22.20
474,7.80,NA,21.00
474,0.64,NA,8.00
475,4.15,NA,15.00
476,4.55,NA,15.00
477,3.02,NA,NA
479,8.25,NA,NA
480,7.82,NA,24.00
481,8.28,NA,NA
482,6.82,NA,20.00
482,9.35,NA,26.60
482,11.14,NA,35.80
483,2.77,NA,15.50
484,6.08,NA,18.90
485,10.70,NA,NA
486,9.40,NA,NA
487,4.03,NA,NA
488,9.52,NA,NA
489,7.59,NA,NA
490,10.11,NA,31.60
491,4.55,NA,NA
491,6.87,NA,20.00
491,7.75,NA,20.80
491,4.09,NA,14.90
491,4.11,NA,14.80
491,0.47,NA,5.78
492,2.75,NA,14.00
492,1.00,NA,8.72
493,1.35,NA,6.60
493,1.38,NA,10.70
493,1.56,NA,11.10
493,1.81,NA,12.00
493,2.40,NA,13.70
495,1.20,NA,10.00
495,0.39,NA,7.11
497,11.79,NA,NA
498,12.03,NA,NA
498,4.88,NA,9.40
499,6.13,NA,20.00
501,11.30,NA,NA
502,5.64,NA,20.00
503,4.17,NA,15.00
504,6.75,NA,NA
506,8.93,NA,NA
507,3.18,NA,13.00
507,3.26,NA,12.00
507,7.31,NA,22.50
507,5.40,NA,17.50
508,10.09,NA,35.00
508,10.10,NA,40.00
508,10.69,NA,40.00
508,10.69,NA,38.70
509,10.00,NA,48.60
509,10.07,NA,51.80
509,10.96,NA,61.60
510,9.45,NA,NA
511,8.89,NA,26.00
513,11.00,NA,NA
516,9.37,NA,NA
516,10.45,NA,39.00
517,1.74,NA,10.00
517,1.75,NA,12.50
518,6.11,NA,26.00
519,9.30,NA,25.00
519,10.31,NA,30.00
519,14.39,NA,49.60
521,5.01,NA,NA
524,10.93,NA,25.70
524,1.48,NA,8.20
524,0.64,NA,6.22
524,1.13,NA,8.02
524,1.93,NA,9.54
524,6.11,NA,15.00
524,6.37,NA,19.00
524,11.57,NA,27.80
525,3.13,NA,16.00
525,4.26,NA,18.80
525,3.52,NA,18.20
526,4.09,NA,NA
527,4.95,NA,21.80
527,4.95,NA,22.10
528,0.52,NA,8.10
528,4.17,NA,15.80
529,2.55,NA,15.00
530,11.83,NA,31.40
532,1.39,NA,NA
534,2.05,NA,NA
535,3.70,NA,NA
535,1.88,NA,10.68
537,4.02,NA,16.00
538,11.95,NA,NA
539,7.36,NA,NA
539,12.17,NA,29.80
540,12.53,NA,NA
541,2.98,NA,NA
541,2.51,NA,15.10
541,1.45,NA,10.58
541,1.45,NA,10.60
542,10.73,NA,46.90
542,11.17,NA,49.50
542,7.14,NA,23.80
542,7.22,NA,26.20
542,8.50,NA,29.00
542,8.16,NA,30.50
542,9.51,NA,42.10
542,10.15,NA,46.50
542,12.43,NA,53.00
542,12.88,NA,59.70
542,2.32,NA,12.00
543,10.88,NA,32.20
544,2.59,NA,12.70
545,3.37,NA,14.00
546,4.55,NA,NA
547,10.12,NA,NA
548,3.59,NA,NA
550,12.20,NA,32.00
551,5.94,NA,NA
552,8.08,NA,20.00
552,8.12,NA,24.00
552,1.56,NA,7.58
552,1.64,NA,7.90
553,6.46,NA,18.00
554,1.92,NA,NA
556,3.46,NA,NA
557,2.39,NA,NA
559,3.83,NA,NA
562,7.39,NA,NA
563,2.88,NA,NA
565,4.25,NA,16.00
567,9.09,NA,NA
568,8.20,NA,21.10
568,0.84,NA,7.48
568,0.93,NA,8.60
569,5.94,NA,NA
572,10.93,NA,NA
573,8.01,NA,24.00
573,8.38,NA,19.70
574,6.48,NA,28.00
574,6.48,NA,20.00
576,2.23,NA,12.00
577,7.77,NA,NA
580,0.55,NA,6.94
580,5.10,NA,18.65
581,0.53,NA,4.36
581,0.48,NA,5.00
581,0.48,NA,5.19
583,2.15,NA,10.60
583,0.29,NA,4.40
583,3.16,NA,13.00
585,3.03,NA,14.10
586,8.71,NA,29.70
586,8.84,NA,28.85
587,4.67,NA,20.30
587,4.88,NA,22.00
587,2.60,NA,16.00
587,3.88,NA,18.10
587,2.82,NA,14.80
587,3.75,NA,15.00
587,2.74,NA,14.00
587,1.99,NA,13.10
587,1.48,NA,10.15
587,2.67,NA,13.00
588,8.65,NA,NA
589,4.48,NA,NA
590,0.01,NA,3.44
591,5.71,NA,NA
592,4.19,NA,NA
592,4.36,NA,16.30
593,4.05,NA,NA
593,0.39,NA,7.07
595,11.15,NA,NA
596,1.11,NA,8.40
597,12.16,NA,NA
598,5.26,NA,18.00
598,8.97,NA,25.00
599,6.93,NA,23.00
599,6.99,NA,25.10
599,7.79,NA,27.30
600,11.24,NA,46.30
602,3.15,NA,13.90
602,3.73,NA,16.80
602,4.18,NA,18.00
602,5.09,NA,20.20
602,4.64,NA,19.00
602,5.98,NA,22.00
602,6.88,NA,23.80
602,7.38,NA,24.70
602,7.91,NA,27.50
602,2.95,NA,16.05
603,2.07,NA,NA
603,3.39,NA,15.60
604,1.19,NA,10.30
606,2.46,NA,14.00
606,2.79,NA,15.60
607,1.79,NA,NA
608,7.44,NA,NA
610,4.27,NA,16.00
610,0.80,NA,11.42
611,5.87,NA,NA
613,8.35,NA,NA
614,6.14,NA,22.00
614,1.89,NA,12.50
614,1.63,NA,14.50
614,3.47,NA,18.00
614,2.98,NA,16.30
614,1.87,NA,15.00
614,0.38,NA,12.00
614,0.08,NA,12.75
614,1.15,NA,10.90
614,6.29,NA,20.00
614,6.24,NA,20.00
615,10.95,NA,40.00
617,5.45,NA,17.30
617,0.87,NA,4.O4
618,5.92,NA,NA
620,3.13,NA,NA
620,2.32,NA,7.80
620,4.79,NA,11.20
622,3.57,NA,NA
624,9.27,NA,NA
625,11.92,NA,29.00
625,12.01,NA,32.00
626,7.51,NA,24.00
629,1.12,NA,3.54
629,0.09,NA,2.80
629,0.07,NA,2.40
629,0.36,NA,5.94
630,4.61,NA,NA
631,10.92,NA,NA
631,6.54,NA,17.40
632,10.45,NA,NA
633,9.75,NA,28.00
634,8.26,NA,24.00
635,2.48,NA,16.20
635,1.27,NA,10.50
635,1.30,NA,11.00
635,1.47,NA,14.00
635,1.97,NA,13.10
635,1.64,NA,13.26
635,4.96,NA,23.90
635,3.06,NA,18.88
635,5.66,NA,25.35
635,2.34,NA,15.30
635,0.86,NA,9.30
635,0.40,NA,7.84
635,0.48,NA,8.80
635,1.74,NA,13.82
636,0.70,NA,11.50
637,7.48,NA,22.00
639,11.67,NA,30.00
639,1.98,NA,10.36
641,8.95,NA,NA
641,8.99,NA,30.20
641,9.02,NA,29.30
642,3.27,NA,NA
643,11.94,NA,30.00
644,6.75,NA,NA
645,5.50,NA,NA
646,2.01,NA,12.10
646,2.18,NA,13.00
650,7.50,NA,NA
650,1.73,NA,10.50
652,4.05,NA,NA
653,11.52,NA,NA
654,7.39,NA,25.00
655,6.17,NA,20.00
655,6.92,NA,22.10
655,6.23,NA,18.00
656,2.83,NA,NA
658,3.10,NA,NA
659,8.01,NA,NA
660,7.81,NA,NA
660,7.95,NA,NA
662,4.66,NA,NA
664,11.35,NA,NA
665,10.81,NA,NA
665,0.93,NA,10.20
665,0.73,NA,9.68
665,0.29,NA,7.46
667,3.64,NA,15.00
667,2.27,NA,11.00
667,0.72,NA,8.44
667,2.13,NA,12.50
667,0.12,NA,4.60
668,7.20,NA,NA
669,8.56,NA,NA
669,8.61,NA,27.10
669,8.42,NA,24.00
672,5.30,NA,NA
673,10.92,NA,30.20
674,8.80,NA,NA
675,3.28,NA,14.00
676,2.50,NA,NA
676,8.25,NA,17.40
676,2.89,NA,12.00
676,2.89,NA,13.00
676,3.06,NA,16.00
676,3.25,NA,16.00
676,4.08,NA,15.30
676,8.40,NA,19.50
677,2.79,NA,18.00
677,3.95,NA,19.60
679,9.05,NA,24.00
679,8.57,NA,25.40
680,8.57,NA,NA
682,11.73,NA,NA
682,3.99,NA,17.00
682,4.04,NA,19.10
682,6.58,NA,27.50
682,11.73,NA,55.00
683,8.15,NA,25.00
685,2.75,NA,17.00
686,8.58,NA,NA
686,9.02,NA,43.50
687,5.23,NA,NA
688,6.88,NA,NA
688,6.33,NA,30.80
688,6.65,NA,29.60
689,9.83,NA,NA
690,8.28,NA,24.00
690,8.24,NA,24.80
691,9.42,NA,26.00
691,9.44,NA,24.00
693,3.30,NA,NA
693,0.25,NA,6.70
693,0.49,NA,8.00
693,0.74,NA,8.35
693,0.99,NA,45.00
693,1.34,NA,10.67
694,11.63,NA,35.00
695,5.24,NA,18.00
695,5.51,NA,16.00
698,7.92,NA,26.20
699,6.97,NA,NA
700,1.80,NA,16.00
700,1.82,NA,15.50
700,1.84,NA,15.00
700,1.88,NA,15.00
700,2.19,NA,15.70
700,2.87,NA,16.80
702,4.81,NA,18.00
702,4.82,NA,18.30
702,5.59,NA,21.30
702,5.92,NA,23.80
703,7.40,NA,23.00
703,7.44,NA,21.90
703,7.49,NA,22.10
703,7.53,NA,22.50
704,6.14,NA,NA
704,12.32,NA,31.50
704,10.82,NA,26.00
704,2.07,NA,11.50
705,7.18,NA,22.00
706,6.96,NA,22.00
708,1.96,NA,12.00
708,7.27,NA,24.80
708,6.90,NA,22.00
709,1.35,NA,9.00
709,0.18,NA,1.96
709,1.01,NA,7.90
709,1.05,NA,8.80
709,2.23,NA,9.90
709,1.92,NA,10.00
709,2.14,NA,10.40
709,1.84,NA,10.50
709,3.82,NA,13.00
709,4.41,NA,13.50
710,7.97,NA,22.00
711,2.66,NA,14.00
712,4.41,NA,16.80
712,4.45,NA,15.80
713,8.60,NA,NA
714,7.43,NA,NA
715,10.64,NA,31.00
715,11.14,NA,39.40
717,7.28,NA,NA
718,7.64,NA,NA
719,1.48,NA,11.80
720,2.70,NA,15.00
721,12.17,NA,NA
721,12.21,NA,25.50
722,6.22,NA,19.60
722,6.38,NA,19.00
723,1.35,NA,NA
724,2.73,NA,14.60
726,11.02,NA,NA
727,4.40,NA,NA
728,9.19,NA,26.00
729,7.34,NA,25.80
730,10.32,NA,NA
731,4.30,NA,20.00
731,4.85,NA,22.20
732,3.30,NA,13.20
733,12.59,NA,NA
733,12.82,NA,32.40
734,3.75,NA,NA
734,6.92,NA,21.00
734,7.20,NA,24.30
734,7.35,NA,25.60
734,7.91,NA,27.40
734,0.23,NA,6.28
734,6.91,NA,21.00
734,3.03,NA,15.50
734,2.22,NA,11.10
735,0.60,NA,10.60
737,10.23,NA,34.20
737,10.61,NA,38.20
739,0.19,NA,6.18
740,6.90,NA,NA
742,4.07,NA,13.45
743,3.70,NA,16.00
744,0.50,NA,8.40
744,0.33,NA,7.30
746,0.63,NA,NA
749,1.97,NA,NA
752,10.70,NA,NA
754,5.37,NA,NA
755,10.41,NA,28.00
757,3.19,NA,NA
757,4.39,NA,25.00
760,1.23,NA,9.90
761,1.50,NA,12.00
762,2.38,NA,NA
763,5.16,NA,18.00
764,4.20,NA,17.80
764,4.27,NA,17.50
764,4.33,NA,18.05
765,5.62,NA,NA
766,2.84,NA,14.20
767,4.31,NA,NA
767,1.09,NA,7.40
767,2.28,NA,18.00
768,2.99,NA,11.70
768,0.21,NA,4.28
771,6.72,NA,NA
772,8.66,NA,28.20
772,-3.30,NA,14.64
775,8.01,NA,NA
776,10.19,NA,NA
777,10.39,NA,29.00
777,1.86,NA,10.00
780,2.69,NA,NA
781,6.90,NA,NA
783,7.54,NA,NA
784,5.27,NA,10.50
784,3.10,NA,12.50
784,9.83,NA,25.45
785,1.95,NA,NA
787,1.40,NA,NA
787,3.59,NA,10.55
787,1.30,NA,7.82
788,0.46,NA,7.50
788,1.53,NA,11.80
789,8.82,NA,30.00
792,5.35,NA,NA
793,1.87,NA,12.00
794,10.33,NA,28.00
794,10.37,NA,28.00
794,10.62,NA,29.00
795,2.20,NA,12.00
795,2.21,NA,12.50
796,1.75,NA,NA
796,2.84,NA,15.60
796,0.98,NA,12.05
797,11.85,NA,40.10
797,11.92,NA,40.00
799,7.11,NA,24.00
799,7.14,NA,24.30
800,10.40,NA,NA
801,5.95,NA,20.00
802,9.14,NA,23.00
802,0.33,NA,6.00
802,0.58,NA,7.60
802,0.82,NA,7.80
802,1.56,NA,8.90
802,2.71,NA,11.40
802,2.71,NA,11.00
802,3.70,NA,10.00
802,4.93,NA,10.20
802,6.90,NA,14.00
802,8.38,NA,20.00
803,7.36,NA,NA
804,12.70,NA,NA
805,5.52,NA,18.00
806,5.89,NA,20.00
806,0.60,NA,8.10
807,8.54,NA,NA
810,5.12,NA,16.50
811,8.45,NA,NA
812,4.71,NA,26.00
813,10.81,NA,NA
815,3.07,NA,14.00
815,2.45,NA,15.00
816,10.15,NA,28.00
817,12.26,NA,NA
818,8.18,NA,26.00
819,2.97,NA,14.90
820,3.04,NA,NA
822,10.52,NA,NA
823,4.21,NA,17.60
825,3.29,NA,14.00
826,2.85,NA,NA
827,2.58,NA,NA
828,8.11,NA,NA
830,3.06,NA,NA
830,1.99,NA,15.20
830,0.16,NA,6.20
830,0.49,NA,9.00
830,0.74,NA,10.50
831,6.24,NA,20.00
832,1.38,NA,10.25
833,3.98,NA,NA
834,0.92,NA,10.60
835,8.77,NA,NA
836,5.68,NA,NA
837,5.03,NA,NA
838,2.63,NA,NA
839,1.98,NA,NA
841,12.19,NA,NA
843,10.12,NA,NA
846,2.75,NA,NA
846,#VALUE!,NA,18.00
847,7.68,NA,NA
848,10.56,NA,NA
849,2.93,NA,10.25
849,0.44,NA,7.10
849,0.33,NA,6.60
850,6.35,NA,19.00
850,7.25,NA,23.00
850,3.20,NA,12.05
851,0.25,NA,4.86
853,7.75,NA,23.00
853,1.08,NA,10.30
853,7.85,NA,30.00
856,7.81,NA,NA
857,12.74,NA,NA
857,0.21,NA,3.66
857,0.58,NA,4.80
857,10.08,NA,20.20
857,11.10,NA,24.00
857,12.12,NA,26.10
857,12.74,NA,27.90
858,11.88,NA,NA
859,11.92,NA,NA
862,7.04,NA,NA
862,10.84,NA,43.00
862,9.87,NA,37.00
862,9.96,NA,45.20
862,0.90,NA,12.00
862,1.15,NA,11.00
862,3.75,NA,15.00
862,3.84,NA,15.90
862,4.20,NA,16.50
862,4.33,NA,15.70
862,4.55,NA,16.60
862,5.75,NA,20.40
862,5.87,NA,21.00
862,5.79,NA,20.80
862,6.73,NA,22.50
862,6.75,NA,21.00
862,8.32,NA,27.30
862,8.34,NA,26.80
862,8.35,NA,28.00
862,8.38,NA,29.60
862,8.39,NA,29.00
862,9.00,NA,32.70
862,9.50,NA,36.70
862,9.55,NA,36.40
862,10.40,NA,37.30
862,10.76,NA,43.00
862,10.31,NA,39.40
864,2.60,NA,12.00
864,0.42,NA,6.52
864,0.39,NA,6.39
866,8.56,NA,NA
867,7.85,NA,25.00
867,8.43,NA,23.80
867,3.82,NA,10.00
868,0.52,NA,7.60
868,1.92,NA,15.00
868,2.12,NA,17.00
868,7.07,NA,36.00
868,7.57,NA,39.00
868,8.02,NA,42.50
869,3.34,NA,NA
870,2.10,NA,10.00
871,9.62,NA,NA
874,7.27,NA,NA
875,3.97,NA,12.30
875,3.97,NA,6.31
876,1.17,NA,NA
877,8.68,NA,19.20
878,6.48,NA,NA
878,1.68,NA,10.00
878,1.81,NA,8.00
878,1.59,NA,8.62
879,7.15,NA,NA
881,0.24,NA,5.86
884,8.37,NA,NA
885,9.71,NA,NA
886,9.21,NA,28.00
887,2.30,NA,12.00
887,2.30,NA,12.00
887,2.42,NA,13.60
887,2.73,NA,15.00
887,3.18,NA,15.60
888,9.03,NA,NA
890,9.64,NA,NA
892,7.90,NA,NA
893,6.23,NA,24.00
895,2.05,NA,12.00
895,0.54,NA,7.66
895,2.22,NA,12.80
896,7.26,NA,17.00
897,4.09,NA,16.00
898,6.14,NA,20.00
898,6.52,NA,24.00
898,6.72,NA,26.00
898,6.84,NA,27.00
899,6.53,NA,25.00
899,6.61,NA,20.00
900,8.66,NA,NA
900,1.89,NA,11.00
900,0.74,NA,5.40
900,1.48,NA,10.60
900,1.81,NA,11.00
901,3.36,NA,14.40
901,3.36,NA,14.00
902,5.73,NA,17.30
903,4.48,NA,16.00
904,2.48,NA,10.00
909,6.92,NA,NA
910,1.75,NA,11.90
910,1.99,NA,11.80
910,2.63,NA,13.85
911,11.73,NA,51.30
912,11.27,NA,NA
914,8.65,NA,NA
915,9.02,NA,30.00
915,9.07,NA,33.60
